Campaign_ID,Customer_ID,Date,Channel,Product,Campaign_Type,Location,Customer_Segment,Customer_Age,Marketing_Spend,Impressions,Clicks,Leads,Conversions,Revenue,Purchase_Frequency,Customer_Lifetime_Value
CMP_086,CUST_0753,2026-07-12,YouTube,Snacks,Awareness,Kolkata,Budget,58,97718.33062164926,409681,7074,3893,141,68962.52230318022,6,5900.81536229753
CMP_134,CUST_1236,2026-06-04,Meta Ads,Home Care,Product Launch,Hyderabad,Budget,43,26737.470219902152,129355,3439,2024,142,102521.34715968504,8,4706.7326252284965
CMP_017,CUST_0333,2026-07-17,YouTube,Snacks,Seasonal,Mumbai,Premium,32,91745.3347573572,240723,5156,1883,52,60784.84011977846,5,4649.352080294912
CMP_099,CUST_0209,2026-02-24,Meta Ads,Snacks,Seasonal,Chennai,Budget,59,79338.03541518914,570843,22857,11208,557,396406.6249060765,5,6507.686077279422
CMP_015,CUST_0622,2026-03-14,YouTube,Beverages,Conversion,Bangalore,Premium,34,25287.890442089796,203276,3716,1732,53,60610.07344074969,2,4365.271508107756
CMP_127,CUST_0811,2026-03-10,Instagram,Packaged Foods,Conversion,Bangalore,Premium,28,96664.94173039246,465059,13232,5532,223,289709.1512602138,6,15982.441377201794
CMP_145,CUST_0609,2026-02-03,Meta Ads,Packaged Foods,Conversion,Pune,Budget,37,53307.892123269114,198554,5861,2486,137,80018.14619596138,5,5151.3560630112515
CMP_001,CUST_0311,2026-09-28,Instagram,Packaged Foods,Retargeting,Delhi,Regular,58,75583.0177764509,458087,12398,5083,289,259198.2394957266,8,12082.33264658205
CMP_052,CUST_0514,2026-08-20,Email,Packaged Foods,Seasonal,Chennai,Regular,25,44156.43944691311,199461,16542,4505,475,538125.6293236649,3,9261.460634274177
CMP_022,CUST_1301,2026-07-14,Email,Personal Care,Seasonal,Mumbai,Budget,51,23080.516199821675,56614,5080,1424,173,186855.7138413538,3,2682.7982620696757
CMP_142,CUST_0216,2026-08-28,Google Ads,Beverages,Product Launch,Bangalore,Budget,64,40590.21761227232,94829,3442,1112,76,65812.25538187566,8,8117.752041290557
CMP_101,CUST_0521,2026-04-25,YouTube,Home Care,Awareness,Mumbai,Premium,21,10619.829076041533,28476,575,237,9,8518.334636189917,7,15586.135405972092
CMP_081,CUST_0890,2026-03-28,LinkedIn,Beverages,Awareness,Pune,Budget,58,36192.71274207725,186417,3740,2092,92,102217.4661566199,10,10048.562779570828
CMP_132,CUST_0764,2026-05-05,Instagram,Beverages,Conversion,Mumbai,Premium,25,51337.08244963419,156739,5550,1663,111,139596.07470297613,6,6567.8285500576585
CMP_101,CUST_0854,2026-05-02,Email,Home Care,Product Launch,Mumbai,Premium,47,5214.033348227754,25068,2201,1150,137,197547.97570926783,3,6721.0648037023575
CMP_147,CUST_1016,2026-05-29,Instagram,Beverages,Product Launch,Kolkata,Budget,63,52855.65106059922,135949,5115,1459,89,50703.655216169,5,6990.1120709981515
CMP_099,CUST_0533,2026-03-14,LinkedIn,Snacks,Retargeting,Delhi,Regular,38,52458.105964705006,120058,3079,1398,66,104924.23879588662,9,25262.630902526213
CMP_093,CUST_1286,2026-02-06,Email,Packaged Foods,Product Launch,Delhi,Premium,53,67600.33046551744,195148,12399,5844,670,1080718.5148375027,7,10238.428451815704
CMP_013,CUST_0725,2026-06-10,Meta Ads,Snacks,Conversion,Hyderabad,Regular,51,62198.67981463361,202959,5822,2029,94,72461.07219430582,2,3023.8524041188407
CMP_102,CUST_0518,2026-07-04,LinkedIn,Snacks,Product Launch,Mumbai,Regular,50,13347.444407443732,80405,1837,1013,30,42504.74301954933,8,21264.85469885545
CMP_126,CUST_0159,2026-08-15,YouTube,Snacks,Product Launch,Chennai,Budget,47,54417.04318035947,283923,5962,3228,113,54347.75384383297,7,7989.41520154833
CMP_020,CUST_0221,2026-06-06,LinkedIn,Home Care,Conversion,Mumbai,Budget,62,95384.32186394071,312140,7350,2462,102,98928.72450776804,7,8665.719078144346
CMP_061,CUST_0262,2026-04-21,Email,Beverages,Seasonal,Bangalore,Regular,60,23194.95912676447,57358,5336,2953,344,453609.9678684357,4,6641.431169730241
CMP_065,CUST_0837,2026-09-27,YouTube,Snacks,Awareness,Chennai,Premium,32,26973.660260021505,111802,1705,661,24,22282.339921526407,4,3462.3986704221747
CMP_089,CUST_1106,2026-01-01,Instagram,Personal Care,Awareness,Bangalore,Premium,29,73423.31307362329,217459,8087,2759,202,226764.26085016422,2,3180.393674864556
CMP_083,CUST_0334,2026-01-05,YouTube,Beverages,Retargeting,Kolkata,Regular,22,35240.89524034539,172152,2730,765,28,24425.458977650294,4,3653.3493337716936
CMP_099,CUST_1295,2026-02-13,Google Ads,Personal Care,Product Launch,Delhi,Regular,34,74278.96559330744,377353,19393,4977,372,376262.0048742147,1,1090.6231871694708
CMP_123,CUST_1318,2026-06-22,Meta Ads,Beverages,Product Launch,Mumbai,Regular,40,10643.282519623244,27018,758,348,15,12413.671501184477,8,16323.216469550218
CMP_138,CUST_1242,2026-08-27,Email,Beverages,Seasonal,Delhi,Budget,50,66098.88355843954,204243,17117,7335,850,880724.3041836276,2,3108.546003229853
CMP_035,CUST_0224,2026-06-05,Instagram,Packaged Foods,Awareness,Bangalore,Regular,42,82852.46038015673,205618,7429,2727,142,113766.68816981811,5,8963.86881850799
CMP_124,CUST_0623,2026-08-29,Meta Ads,Home Care,Product Launch,Hyderabad,Premium,54,76060.34665204256,427749,10973,3275,150,168522.9605403983,7,11143.9905755944
CMP_095,CUST_0807,2026-04-27,Meta Ads,Snacks,Retargeting,Mumbai,Budget,61,49687.653520177366,189721,4970,2860,142,100345.68790117002,11,6161.559177379795
CMP_076,CUST_0115,2026-09-25,YouTube,Snacks,Seasonal,Pune,Regular,55,63380.2676600854,416016,8544,4098,159,124117.81568347187,4,5124.836900664419
CMP_132,CUST_1242,2026-01-28,Meta Ads,Personal Care,Conversion,Mumbai,Premium,32,75815.87536176767,304680,9555,5298,153,177172.67450361128,3,5117.099749466209
CMP_089,CUST_0246,2026-02-27,Meta Ads,Packaged Foods,Retargeting,Pune,Budget,61,68212.18981778395,312823,11028,5037,305,219647.87688900103,9,4949.655188284703
CMP_032,CUST_0026,2026-09-12,Instagram,Snacks,Product Launch,Chennai,Regular,44,20109.20347442795,45951,1377,418,15,13499.026457259451,2,2735.9041167657306
CMP_007,CUST_1246,2026-04-14,YouTube,Packaged Foods,Awareness,Hyderabad,Regular,27,5942.7046804933525,13515,243,89,2,1677.4741686678901,2,3343.036971687471
CMP_114,CUST_0175,2026-09-28,YouTube,Packaged Foods,Awareness,Mumbai,Budget,30,72638.54136802552,172248,2986,855,22,12839.40023398887,8,5732.822009330943
CMP_024,CUST_1377,2026-02-08,LinkedIn,Packaged Foods,Awareness,Mumbai,Premium,56,65759.86818560923,415757,9173,5497,282,532538.5168371653,10,39767.39085071339
CMP_054,CUST_1320,2026-02-11,Instagram,Snacks,Awareness,Chennai,Premium,64,39504.27975378222,105160,3896,1392,74,95317.32602176214,9,23110.186482929897
CMP_093,CUST_1321,2026-01-25,Email,Home Care,Retargeting,Hyderabad,Premium,21,42997.734163278496,149855,13259,6598,721,1455491.9329887873,1,4131.512277704136
CMP_009,CUST_0712,2026-03-20,Instagram,Packaged Foods,Seasonal,Pune,Regular,58,46897.529233978894,112274,3768,971,61,62072.22119175778,3,3561.9097160428914
CMP_143,CUST_0657,2026-05-29,LinkedIn,Snacks,Awareness,Mumbai,Premium,18,39662.422885439075,91126,2475,926,23,51831.66778437644,4,8569.974258007156
CMP_126,CUST_0513,2026-04-27,YouTube,Snacks,Product Launch,Chennai,Premium,54,47648.48731618357,384268,8095,3505,129,127235.68561279941,10,25253.187586977358
CMP_148,CUST_1281,2026-04-04,Instagram,Beverages,Retargeting,Hyderabad,Premium,38,56204.24086373628,159071,7058,2064,80,107067.45314478515,6,13305.508558319973
CMP_063,CUST_1181,2026-07-07,LinkedIn,Home Care,Awareness,Bangalore,Budget,61,77319.01149635714,334510,9711,5448,242,247147.14224625033,4,6011.805743243998
CMP_092,CUST_1090,2026-03-21,Meta Ads,Home Care,Seasonal,Hyderabad,Budget,34,99872.12226784337,231359,6372,2253,120,87591.72480207203,4,3288.694965365394
CMP_126,CUST_0723,2026-01-07,Google Ads,Personal Care,Conversion,Delhi,Budget,62,97624.09420052622,279944,9391,3953,206,172116.98223986026,11,19214.156795317598
CMP_064,CUST_1028,2026-04-04,Email,Home Care,Product Launch,Pune,Regular,41,15550.427606501651,72139,5571,2643,347,372012.3570890717,2,4191.477936453326
CMP_001,CUST_0268,2026-02-06,Email,Snacks,Seasonal,Hyderabad,Premium,34,77027.39547566586,196685,18547,8776,760,1535548.0291036407,6,21461.680857231742
CMP_104,CUST_1260,2026-04-03,Instagram,Packaged Foods,Retargeting,Bangalore,Premium,32,95786.19715964064,367536,12975,3397,129,144355.3857884853,5,5913.721178548556
CMP_105,CUST_0861,2026-03-10,YouTube,Snacks,Product Launch,Pune,Budget,38,48833.53521465909,245685,5371,1738,61,35792.8087776191,7,4847.12442223773
CMP_011,CUST_1153,2026-08-08,Email,Personal Care,Retargeting,Pune,Premium,51,16970.60673019901,42646,4021,2350,236,446908.3191470385,7,19151.273805610832
CMP_128,CUST_1195,2026-05-23,Google Ads,Packaged Foods,Retargeting,Mumbai,Budget,64,77866.11093175004,411389,16052,8208,621,581878.799768992,4,3087.43700405497
CMP_070,CUST_0305,2026-06-07,LinkedIn,Snacks,Awareness,Mumbai,Premium,56,60321.50411223085,341822,8874,4390,232,469458.28868667554,3,13110.941414295527
CMP_121,CUST_0216,2026-04-07,LinkedIn,Packaged Foods,Awareness,Mumbai,Regular,57,71637.66810853887,451606,10932,3106,117,154485.2889778394,3,4724.49996798744
CMP_060,CUST_1067,2026-07-12,LinkedIn,Packaged Foods,Awareness,Bangalore,Premium,59,51753.0400473361,235579,6428,3604,155,267598.4341163882,5,20072.60515923204
CMP_148,CUST_1019,2026-03-07,LinkedIn,Personal Care,Seasonal,Delhi,Premium,37,94573.32897958157,351106,9525,3909,187,304327.8314634166,9,33559.16589721224
CMP_113,CUST_1432,2026-06-24,Meta Ads,Snacks,Awareness,Pune,Budget,50,32023.8100723027,86237,3256,1290,80,52986.38766606503,9,13527.211319644883
CMP_049,CUST_1094,2026-09-28,YouTube,Snacks,Seasonal,Bangalore,Premium,57,41496.77274441965,132539,2979,1489,68,61986.304916935194,8,15548.855644965251
CMP_094,CUST_1404,2026-01-22,Google Ads,Beverages,Conversion,Hyderabad,Premium,45,24961.18019207407,116777,5147,2344,212,292199.45715930057,5,15006.00997661984
CMP_126,CUST_0329,2026-09-15,Instagram,Home Care,Seasonal,Hyderabad,Budget,53,5329.50362813206,13082,398,161,8,4938.1374780993265,3,3244.340961514516
CMP_141,CUST_0961,2026-08-13,LinkedIn,Packaged Foods,Awareness,Kolkata,Budget,37,49998.151910457884,117886,2912,1149,41,49512.69376846863,4,3601.6488077476406
CMP_030,CUST_0491,2026-01-24,Email,Personal Care,Retargeting,Pune,Regular,19,67047.89841424963,379717,33242,13457,1385,1963823.2417954954,8,8257.940730921191
CMP_142,CUST_0649,2026-06-13,Google Ads,Beverages,Seasonal,Pune,Premium,19,22778.03481679304,86286,2896,857,63,107889.33468248506,10,15011.478138171526
CMP_139,CUST_1191,2026-01-19,Meta Ads,Personal Care,Seasonal,Delhi,Budget,62,61038.83283711793,173257,5280,1830,70,44901.43678680004,7,4292.70394913696
CMP_076,CUST_0822,2026-01-29,LinkedIn,Snacks,Awareness,Hyderabad,Premium,27,34226.49583878993,161328,4556,2044,93,149652.09209313485,1,3106.2454071913307
CMP_128,CUST_0180,2026-01-26,Meta Ads,Packaged Foods,Conversion,Delhi,Premium,58,50466.56096661605,217221,7063,2682,163,232269.76474869007,8,11582.59527043166
CMP_131,CUST_0439,2026-09-29,Meta Ads,Snacks,Awareness,Mumbai,Premium,36,43960.81890448994,165278,5177,1331,90,95106.61655105228,7,20597.704710096812
CMP_052,CUST_0243,2026-05-31,LinkedIn,Home Care,Product Launch,Kolkata,Premium,64,88586.39304005216,205265,5785,1556,60,101049.7672352113,8,21370.013308333688
CMP_001,CUST_1488,2026-08-29,LinkedIn,Home Care,Seasonal,Pune,Premium,49,57598.93895956303,249558,6477,2716,138,250749.70645979472,9,30381.723815866593
CMP_069,CUST_0063,2026-02-13,Email,Home Care,Product Launch,Delhi,Premium,60,60801.6881220867,351032,36641,19588,2490,4953986.043555552,8,27228.191066323165
CMP_129,CUST_0708,2026-09-25,YouTube,Home Care,Awareness,Mumbai,Regular,53,43801.48430474537,143731,3278,1373,32,21363.170931592467,3,3705.4941900040953
CMP_140,CUST_0067,2026-01-18,Google Ads,Personal Care,Conversion,Bangalore,Budget,43,21945.498030317754,49913,1787,677,36,27725.499013743793,1,2027.068568528654
CMP_021,CUST_0103,2026-04-17,Google Ads,Home Care,Awareness,Kolkata,Premium,18,27350.59659543715,76323,4430,1425,88,120010.04371317025,4,10457.890918360492
CMP_115,CUST_0409,2026-07-26,Email,Personal Care,Product Launch,Pune,Premium,57,45304.87704471462,107695,6339,2450,270,393833.46739008656,5,13346.818599294338
CMP_057,CUST_1219,2026-01-22,Instagram,Packaged Foods,Awareness,Pune,Regular,31,20061.97324118817,50481,1700,793,41,35120.2134195526,10,15258.026330311395
CMP_087,CUST_0438,2026-09-29,Meta Ads,Home Care,Retargeting,Mumbai,Regular,35,12082.42906267205,43251,916,527,25,21396.48037387619,11,21649.09921690324
CMP_083,CUST_0047,2026-08-12,YouTube,Personal Care,Seasonal,Mumbai,Premium,64,6361.589332210711,14556,237,109,5,4534.994451894008,5,8250.38754563032
CMP_065,CUST_0138,2026-03-11,YouTube,Personal Care,Retargeting,Bangalore,Premium,19,24325.612704643063,113434,1928,633,24,26416.50404090563,9,7514.4477732685855
CMP_135,CUST_0172,2026-01-18,Google Ads,Home Care,Conversion,Delhi,Regular,25,47433.433823834464,139620,5791,1665,155,170557.86964170908,5,9768.041576787104
CMP_119,CUST_0534,2026-04-09,Email,Beverages,Seasonal,Delhi,Regular,37,50228.99125155478,223354,14121,5133,393,452293.0230355415,1,2866.782426483434
CMP_105,CUST_1204,2026-01-06,Meta Ads,Beverages,Product Launch,Kolkata,Budget,21,21662.081822493194,61935,1686,648,29,21923.604048748322,10,8555.155791804465
CMP_115,CUST_1500,2026-05-13,Google Ads,Packaged Foods,Awareness,Pune,Budget,26,7084.4394217685785,18958,842,401,32,28702.286180126433,5,6599.004776038839
CMP_028,CUST_0412,2026-09-03,Email,Snacks,Retargeting,Mumbai,Regular,31,37302.29285311808,88264,7851,2660,351,433394.1277186049,10,26223.539376340745
CMP_009,CUST_0908,2026-03-31,Google Ads,Personal Care,Seasonal,Kolkata,Budget,19,47591.95243852716,197971,10308,3831,282,260640.7533376699,3,2432.3033930748597
CMP_113,CUST_0916,2026-01-05,Email,Beverages,Retargeting,Kolkata,Regular,21,58397.78063642692,184901,14182,6188,900,1182095.5845523563,9,28012.724420226903
CMP_141,CUST_1001,2026-09-01,LinkedIn,Personal Care,Awareness,Pune,Premium,43,47479.910893317065,141057,2676,1073,42,90090.01993519829,3,4733.391886778086
CMP_128,CUST_0358,2026-06-23,Email,Packaged Foods,Product Launch,Chennai,Premium,40,6128.314120445628,38677,4202,1476,158,291471.51630101417,5,10749.326329288557
CMP_079,CUST_0579,2026-05-08,Email,Personal Care,Conversion,Kolkata,Budget,28,68206.16499513597,345461,24478,9893,1332,1358341.6461273292,6,5506.041258495719
CMP_050,CUST_1187,2026-04-21,Email,Snacks,Product Launch,Pune,Regular,64,77026.67462648137,222432,15935,6548,596,653194.708376015,4,7253.138363632017
CMP_034,CUST_1164,2026-08-10,Email,Beverages,Conversion,Delhi,Premium,33,5048.448956514639,17611,1509,458,46,72513.92500718076,3,9145.06925948135
CMP_139,CUST_0618,2026-04-09,Email,Home Care,Product Launch,Mumbai,Premium,22,66797.49852882433,234725,20941,7378,651,1072622.0533935449,10,41695.20276065498
CMP_054,CUST_1224,2026-05-11,LinkedIn,Beverages,Conversion,Delhi,Budget,20,26950.18885682325,60502,1424,455,13,12782.962369647343,3,6177.131906679999
CMP_091,CUST_1216,2026-03-08,YouTube,Snacks,Conversion,Chennai,Budget,53,75055.05946908987,264325,5364,2778,84,46015.554450546464,9,5386.808531232156
CMP_024,CUST_0424,2026-08-26,Email,Home Care,Awareness,Pune,Budget,64,70012.41996834768,234541,19185,7546,652,607431.6737488369,9,8775.136466315334
CMP_143,CUST_0443,2026-02-17,Google Ads,Beverages,Retargeting,Kolkata,Regular,56,57938.61240376181,240447,9812,3215,204,262425.5492129827,8,8235.295038240327
CMP_100,CUST_0983,2026-01-22,Meta Ads,Packaged Foods,Product Launch,Chennai,Premium,60,98094.32418365641,582935,15721,7170,448,563529.8078670168,11,28631.295976946472
CMP_040,CUST_1384,2026-06-22,YouTube,Home Care,Seasonal,Delhi,Premium,45,80581.74198548502,179404,2621,718,19,17402.569714602923,6,8258.93942667133
CMP_032,CUST_1255,2026-07-10,Instagram,Packaged Foods,Seasonal,Pune,Budget,26,66148.01989011548,242643,8321,3616,174,110334.56714327872,10,12493.83702649807
CMP_037,CUST_1051,2026-06-01,Instagram,Snacks,Retargeting,Kolkata,Regular,21,52402.278902691294,139358,5710,3289,140,139374.6149556423,6,7615.966788873205
CMP_065,CUST_1107,2026-01-17,LinkedIn,Snacks,Product Launch,Chennai,Premium,49,71161.37597215088,175268,3913,1896,70,116893.82692817684,11,44105.59085019463
CMP_103,CUST_0936,2026-04-14,Google Ads,Packaged Foods,Seasonal,Mumbai,Budget,54,32612.901528085036,147760,6408,1968,181,151226.54311560115,8,10565.377100300479
CMP_028,CUST_0842,2026-05-13,LinkedIn,Home Care,Awareness,Bangalore,Budget,42,80001.47179824582,367840,11611,6934,157,170736.45572731103,4,7886.3198917931895
CMP_068,CUST_0842,2026-05-17,Email,Home Care,Awareness,Pune,Budget,58,97324.99869029505,239380,22427,12573,1471,1266224.6057867056,6,7754.164837405699
CMP_074,CUST_1301,2026-03-02,YouTube,Snacks,Conversion,Kolkata,Premium,53,27268.1381037549,162159,2847,880,48,43149.324849492776,7,13309.470989545114
CMP_044,CUST_1004,2026-05-08,LinkedIn,Personal Care,Retargeting,Kolkata,Premium,31,44484.58766107135,190383,6549,3779,163,355607.0466934682,6,20879.782284342837
CMP_053,CUST_0584,2026-06-11,Instagram,Home Care,Conversion,Delhi,Budget,54,27908.016682450376,67638,2525,1497,74,49129.12133453436,3,4762.502107450898
CMP_057,CUST_0582,2026-02-13,Meta Ads,Beverages,Awareness,Pune,Premium,55,90543.42191105832,238352,6981,2569,126,166807.7732288487,9,26884.63596866546
CMP_060,CUST_0119,2026-04-09,LinkedIn,Home Care,Product Launch,Chennai,Regular,27,11472.75505876595,52223,1174,363,10,15149.750203762434,10,12781.310837266028
CMP_060,CUST_0867,2026-02-16,Email,Home Care,Retargeting,Pune,Regular,51,72371.459050161,358151,26253,15684,1959,2421996.387416023,9,13325.372165054294
CMP_026,CUST_0125,2026-06-24,Meta Ads,Beverages,Seasonal,Bangalore,Regular,64,28250.67435688886,140093,4564,1540,69,69554.81656011524,11,21171.646219748007
CMP_108,CUST_0994,2026-05-29,LinkedIn,Snacks,Seasonal,Kolkata,Premium,64,56173.88749825417,141001,3598,1802,85,152084.07127349143,8,31715.294754163027
CMP_051,CUST_1002,2026-06-27,YouTube,Snacks,Seasonal,Pune,Regular,27,11842.05393474836,46478,841,311,17,10974.211776469914,4,2826.3716332245117
CMP_041,CUST_1331,2026-06-27,LinkedIn,Home Care,Conversion,Mumbai,Regular,52,44844.60824520478,156592,3854,2152,102,158590.461691653,9,21361.05347530653
CMP_130,CUST_0079,2026-02-26,Google Ads,Packaged Foods,Awareness,Bangalore,Premium,26,46196.36284954284,247691,13297,3906,348,507968.446268151,9,32104.96805008034
CMP_099,CUST_0182,2026-06-18,Google Ads,Home Care,Product Launch,Delhi,Regular,61,12142.155576332461,33039,1567,440,40,50365.854911894276,6,14574.626900772962
CMP_054,CUST_0222,2026-03-13,Email,Home Care,Retargeting,Delhi,Premium,37,60627.93279538751,174585,13189,7477,696,1048798.7608868298,3,8763.52025381957
CMP_143,CUST_0493,2026-01-30,Meta Ads,Home Care,Seasonal,Delhi,Premium,24,10872.490915223127,26473,843,326,14,19012.269808586443,6,14825.048160938439
CMP_139,CUST_1244,2026-05-13,Email,Packaged Foods,Awareness,Pune,Budget,33,13932.92107275154,65384,4253,2027,277,292153.56682294665,9,19678.275259690163
CMP_091,CUST_0101,2026-09-28,YouTube,Packaged Foods,Product Launch,Bangalore,Premium,40,68631.47891764036,336514,6089,2365,99,92809.09696360042,5,4703.9773353760065
CMP_131,CUST_0997,2026-03-31,YouTube,Beverages,Product Launch,Kolkata,Regular,29,28762.73991201902,236588,4478,2283,33,23324.040231189996,3,2766.478860737732
CMP_007,CUST_0732,2026-01-28,LinkedIn,Home Care,Seasonal,Hyderabad,Budget,30,84870.88469524744,338923,8123,3148,153,185400.55848557327,9,8344.501078761592
CMP_061,CUST_1017,2026-02-11,LinkedIn,Home Care,Conversion,Pune,Premium,19,85889.74631925335,298819,5100,1591,87,185845.69407443193,6,27131.016075147392
CMP_072,CUST_0651,2026-01-29,Email,Snacks,Retargeting,Chennai,Premium,23,78955.2987660425,200245,18720,6673,584,893546.9610712696,5,7862.629013541243
CMP_146,CUST_1098,2026-02-22,Google Ads,Beverages,Retargeting,Mumbai,Budget,36,15163.271725045332,40839,1258,364,21,16941.620034289557,3,3197.2479142153043
CMP_120,CUST_0046,2026-08-31,Instagram,Personal Care,Awareness,Delhi,Premium,34,12682.897365512526,35158,1165,340,13,16847.251346701338,5,8707.26813707821
CMP_083,CUST_1045,2026-07-27,YouTube,Snacks,Conversion,Hyderabad,Budget,30,93860.10244344926,357250,7316,2306,55,35001.348896264535,4,3552.865470167792
CMP_033,CUST_1468,2026-02-06,Instagram,Personal Care,Awareness,Hyderabad,Regular,57,96884.32830500838,286358,11369,4125,249,246770.123616049,7,5505.92223040284
CMP_045,CUST_0027,2026-04-26,Meta Ads,Home Care,Retargeting,Kolkata,Regular,21,19163.77997317978,68476,2029,835,36,33701.08920726586,1,935.7198994999455
CMP_111,CUST_1400,2026-01-03,Meta Ads,Beverages,Awareness,Hyderabad,Premium,54,21235.15308015415,69613,2640,1345,78,106763.6448048033,8,8106.359147052883
CMP_048,CUST_1336,2026-01-24,YouTube,Personal Care,Conversion,Chennai,Regular,18,13881.836107170926,65388,1150,685,32,25835.322539212015,3,4542.520632167929
CMP_001,CUST_0200,2026-04-08,Google Ads,Home Care,Product Launch,Chennai,Budget,18,6359.1920794290945,15376,1006,350,23,17250.249201739414,3,5444.2415923993485
CMP_032,CUST_1090,2026-06-02,Instagram,Packaged Foods,Awareness,Mumbai,Regular,29,95791.45809729284,374036,13437,5766,345,341695.56734817685,9,16346.054466813903
CMP_123,CUST_0381,2026-01-03,Google Ads,Packaged Foods,Product Launch,Kolkata,Premium,23,14063.326249490068,33944,1593,530,50,79016.35269099176,3,11089.257879871811
CMP_091,CUST_0294,2026-08-15,Meta Ads,Personal Care,Awareness,Delhi,Premium,27,13185.835873134427,32961,1108,632,29,35962.96522969419,3,8917.756491252358
CMP_094,CUST_0388,2026-04-14,Meta Ads,Snacks,Conversion,Delhi,Budget,53,86946.84518862258,508350,8305,4688,154,110865.2249757445,11,11707.439254562363
CMP_080,CUST_0888,2026-06-09,Meta Ads,Snacks,Seasonal,Mumbai,Regular,24,59655.83498059105,169584,7260,2871,137,138924.5228310767,7,14597.35889729424
CMP_114,CUST_0318,2026-01-10,Google Ads,Personal Care,Conversion,Kolkata,Premium,46,44620.59367148964,195788,10427,4341,330,575340.28077502,9,19648.19586632448
CMP_087,CUST_0882,2026-07-27,Instagram,Personal Care,Conversion,Kolkata,Budget,47,14638.36485368328,70863,1848,742,36,24747.074717489908,8,7418.216006288595
CMP_024,CUST_0937,2026-02-17,Email,Snacks,Product Launch,Hyderabad,Budget,37,17586.885699613704,59429,4469,1227,155,147061.05401287187,7,8822.338464518145
CMP_140,CUST_0147,2026-07-02,Email,Snacks,Seasonal,Chennai,Premium,46,33871.27295627305,88355,7349,4162,485,905320.4304483136,4,6314.998912932042
CMP_146,CUST_0704,2026-08-17,Google Ads,Personal Care,Product Launch,Kolkata,Budget,22,50293.19945761047,132804,6103,3183,248,243679.89085746233,2,2698.140588286286
CMP_001,CUST_1477,2026-03-10,LinkedIn,Personal Care,Conversion,Mumbai,Premium,59,43076.1169318922,187779,5757,2590,71,139311.926660684,9,39852.16011382097
CMP_050,CUST_0564,2026-08-21,LinkedIn,Snacks,Awareness,Pune,Premium,64,93626.25838908838,653053,19144,8316,270,468530.0511747254,8,23340.426274446472
CMP_060,CUST_0868,2026-03-14,YouTube,Personal Care,Retargeting,Kolkata,Budget,47,11496.206600205984,36222,850,275,9,4660.301487181562,7,3886.8651306006486
CMP_118,CUST_0227,2026-02-06,YouTube,Home Care,Retargeting,Hyderabad,Regular,57,30299.66998180759,97907,1947,1125,58,43092.70047285888,1,1260.5085026245245
CMP_096,CUST_0754,2026-01-13,LinkedIn,Snacks,Seasonal,Mumbai,Premium,37,58963.0959335987,179303,4482,1985,99,178907.77570501599,6,19594.24897468548
CMP_008,CUST_0926,2026-03-27,Google Ads,Home Care,Conversion,Mumbai,Regular,36,87588.18766224277,521772,25696,12045,936,882342.7557432621,3,4442.5794839076625
CMP_094,CUST_0081,2026-04-13,LinkedIn,Home Care,Awareness,Bangalore,Premium,38,83334.70768129724,224889,5092,1895,101,204510.46994961522,7,31568.781199618472
CMP_106,CUST_1398,2026-07-22,Instagram,Personal Care,Seasonal,Chennai,Budget,35,94871.4825004944,309991,11190,5105,265,181391.73550915238,7,5741.360000156322
CMP_113,CUST_0617,2026-01-25,Email,Personal Care,Retargeting,Bangalore,Budget,28,40852.15549025067,107114,5451,1418,191,153108.23875136202,5,5890.216440762167
CMP_080,CUST_1262,2026-05-12,Meta Ads,Beverages,Conversion,Hyderabad,Premium,62,87922.7904216776,656115,14725,4830,329,406246.2176462709,10,24560.084906196735
CMP_127,CUST_0800,2026-04-16,YouTube,Packaged Foods,Product Launch,Kolkata,Premium,20,75060.26483040393,181185,3850,1368,60,71344.6171489964,5,4787.753297044512
CMP_011,CUST_0960,2026-02-08,Email,Beverages,Seasonal,Chennai,Regular,54,45700.95870210515,269467,19610,8395,730,873926.6600079186,9,15773.47714611976
CMP_047,CUST_0127,2026-08-03,Email,Packaged Foods,Awareness,Hyderabad,Premium,42,87237.74098472901,279990,29788,11368,760,1506641.3150045285,6,16855.56210484806
CMP_056,CUST_0480,2026-07-08,Meta Ads,Home Care,Retargeting,Pune,Regular,28,11001.914745612841,26626,815,443,23,24127.626863769503,5,4113.812193432496
CMP_012,CUST_0815,2026-08-22,Email,Home Care,Product Launch,Delhi,Budget,31,7789.798449464532,20257,1970,1146,117,102152.45715665269,8,10681.07528122894
CMP_061,CUST_0403,2026-06-20,Email,Personal Care,Product Launch,Delhi,Budget,63,57562.20951818954,146820,14000,7642,723,625306.6336643933,4,5079.093584728057
CMP_116,CUST_0508,2026-03-09,Email,Personal Care,Conversion,Pune,Budget,59,36599.33065464978,101811,6796,2437,279,269564.85564219777,9,17280.425903254894
CMP_020,CUST_0351,2026-05-17,YouTube,Home Care,Seasonal,Mumbai,Regular,20,41616.69713221835,253449,5498,2526,81,54561.08427027223,10,13413.119594320871
CMP_019,CUST_0547,2026-02-17,Email,Packaged Foods,Seasonal,Pune,Budget,56,44941.722031556004,107762,7956,2820,356,380835.02302146587,2,3388.881732479222
CMP_031,CUST_0704,2026-05-23,Google Ads,Snacks,Awareness,Delhi,Regular,21,97360.39183989564,543120,27575,8612,798,787604.688765451,9,9451.022549023988
